location_name,latitude,longitude,day_of_year,month,sin_doy,cos_doy,solar_irradiance,temperature_avg,humidity,wind_speed,pressure,cloud_cover,precipitation,capacity_kw,panel_area,tilt_angle,orientation,energy_generated_kwh,energy_per_kw
Mumbai,19.076,72.877,73,3,0.951,0.309,1037.9,38.71,80.6,4.8,1005.6,4.1,0.0,50,323.9,37,200,2.494,0.05
Mumbai,19.076,72.877,275,10,-1.0,0.022,518.57,15.63,56.8,1.1,1016.2,13.9,0.0,25,166.5,28,169,0.37,0.015
Mumbai,19.076,72.877,12,1,0.205,0.979,648.26,31.16,42.9,6.6,1013.4,7.3,0.0,5,27.2,42,171,0.1,0.02
Mumbai,19.076,72.877,30,1,0.494,0.87,469.73,25.5,43.5,4.7,1015.4,57.9,0.0,3,18.9,22,151,0.1,0.033
Mumbai,19.076,72.877,39,2,0.622,0.783,504.3,26.02,41.8,4.6,1012.1,58.2,0.0,1,6.6,15,197,0.1,0.1
Mumbai,19.076,72.877,239,8,-0.826,-0.563,504.14,17.86,75.3,3.6,1017.4,36.5,0.0,5,28.9,33,189,0.1,0.02
Mumbai,19.076,72.877,191,7,-0.146,-0.989,814.0,27.77,55.7,7.4,1010.6,9.8,0.0,50,312.7,34,181,1.649,0.033
Mumbai,19.076,72.877,174,6,0.146,-0.989,661.03,29.32,56.0,3.4,1004.7,43.7,0.45,25,138.3,27,155,0.272,0.011
Mumbai,19.076,72.877,69,3,0.928,0.374,802.21,30.81,77.6,6.3,1007.1,33.4,0.0,10,56.6,45,159,0.1,0.01
Mumbai,19.076,72.877,31,2,0.509,0.861,544.02,28.7,48.7,1.8,1015.8,45.3,0.0,2,12.3,24,186,0.1,0.05
Mumbai,19.076,72.877,124,5,0.845,-0.534,1123.07,32.09,67.6,5.8,1013.2,2.8,1.47,5,31.9,20,206,0.1,0.02
Mumbai,19.076,72.877,37,2,0.595,0.804,594.83,35.19,50.1,3.9,1003.9,41.3,2.67,3,15.5,44,179,0.1,0.033
Mumbai,19.076,72.877,286,10,-0.978,0.209,513.74,18.44,51.1,6.5,1011.1,10.4,8.31,3,17.1,41,201,0.1,0.033
Mumbai,19.076,72.877,59,2,0.85,0.527,986.03,35.67,57.7,1.5,1007.1,0.0,0.0,100,602.6,23,166,7.756,0.078
Mumbai,19.076,72.877,217,8,-0.56,-0.829,690.86,22.91,48.8,4.7,1004.5,13.2,0.0,25,147.9,19,172,0.461,0.018
Mumbai,19.076,72.877,82,3,0.987,0.159,1041.55,37.2,78.1,4.5,1002.8,8.8,0.0,20,114.6,38,169,0.369,0.018
Mumbai,19.076,72.877,82,3,0.987,0.159,621.77,31.3,46.4,2.1,1014.7,62.8,0.0,20,114.4,41,169,0.227,0.011
Mumbai,19.076,72.877,260,9,-0.972,-0.234,278.98,13.66,62.2,4.0,1005.7,77.6,1.71,3,15.9,15,184,0.1,0.033
Mumbai,19.076,72.877,360,12,-0.086,0.996,553.38,21.13,75.1,5.8,1008.0,12.6,0.0,15,91.5,24,207,0.121,0.008
Mumbai,19.076,72.877,296,10,-0.928,0.374,244.32,18.41,64.5,4.5,1016.3,78.3,0.0,15,90.4,43,196,0.1,0.007
Mumbai,19.076,72.877,163,6,0.329,-0.944,689.03,30.29,48.0,5.9,1001.8,44.7,0.0,15,92.8,39,185,0.136,0.009
Mumbai,19.076,72.877,317,11,-0.735,0.678,456.16,12.27,45.8,2.8,1004.7,20.1,0.0,10,54.5,29,200,0.1,0.01
Mumbai,19.076,72.877,36,2,0.581,0.814,761.34,32.62,57.4,4.1,1016.3,11.9,0.0,2,12.9,27,165,0.1,0.05
Mumbai,19.076,72.877,138,5,0.693,-0.721,705.9,30.36,48.5,2.6,1010.9,51.7,0.0,20,110.7,36,188,0.212,0.011
Mumbai,19.076,72.877,272,10,-1.0,-0.03,360.38,17.85,67.1,3.5,1018.3,54.2,4.57,1,5.0,15,195,0.1,0.1
Mumbai,19.076,72.877,181,7,0.026,-1.0,557.73,24.68,41.7,1.3,1004.5,56.2,0.0,5,26.7,31,200,0.1,0.02
Mumbai,19.076,72.877,321,11,-0.687,0.727,451.47,16.83,66.2,7.8,1014.3,21.6,7.82,2,11.3,44,164,0.1,0.05
Mumbai,19.076,72.877,325,11,-0.635,0.772,373.79,18.92,78.8,7.7,1012.2,42.8,0.0,25,129.1,19,151,0.158,0.006
Mumbai,19.076,72.877,16,1,0.272,0.962,635.44,28.4,79.8,3.6,1012.9,14.1,0.0,3,17.5,42,182,0.1,0.033
Mumbai,19.076,72.877,207,7,-0.409,-0.912,744.84,23.27,70.4,2.3,1020.0,10.4,0.0,25,145.8,45,204,0.446,0.018
Mumbai,19.076,72.877,122,5,0.863,-0.505,1018.04,28.96,73.5,2.2,1003.0,16.3,0.0,20,100.2,21,169,0.268,0.013
Mumbai,19.076,72.877,28,1,0.464,0.886,769.06,27.38,47.1,2.7,1020.5,1.5,5.41,5,28.2,34,160,0.1,0.02
Mumbai,19.076,72.877,258,9,-0.963,-0.268,306.93,15.75,41.2,3.0,1011.8,71.7,6.46,50,316.6,30,177,0.711,0.014
Mumbai,19.076,72.877,158,6,0.409,-0.912,987.26,32.31,49.1,5.6,1015.7,5.3,0.0,100,633.5,38,190,9.965,0.1
Mumbai,19.076,72.877,312,11,-0.791,0.612,374.39,20.97,75.2,4.6,1009.3,42.1,0.0,3,18.0,25,209,0.1,0.033
Delhi,28.704,77.102,195,7,-0.214,-0.977,506.3,25.73,61.7,2.1,1010.1,55.7,0.0,10,66.3,33,170,0.1,0.01
Delhi,28.704,77.102,220,8,-0.602,-0.799,432.76,22.4,41.6,2.8,1002.6,55.9,0.0,1,6.3,15,180,0.1,0.1
Delhi,28.704,77.102,3,1,0.052,0.999,254.45,25.14,66.9,1.3,1013.7,69.3,0.0,1,6.1,40,190,0.1,0.1
Delhi,28.704,77.102,350,12,-0.255,0.967,366.71,20.62,52.8,3.3,1014.8,24.4,8.3,10,54.8,32,193,0.1,0.01
Delhi,28.704,77.102,300,10,-0.9,0.437,408.13,16.07,49.5,6.4,1008.2,11.6,0.0,1,5.7,38,180,0.1,0.1
Delhi,28.704,77.102,261,9,-0.976,-0.218,459.28,12.01,68.2,4.3,1014.8,22.2,0.0,3,18.7,45,207,0.1,0.033
Delhi,28.704,77.102,273,10,-1.0,-0.013,396.36,16.59,75.4,2.5,1013.5,30.9,0.0,20,100.2,33,185,0.127,0.006
Delhi,28.704,77.102,313,11,-0.78,0.625,296.44,14.1,72.9,6.8,1009.5,43.8,0.0,1,6.2,34,173,0.1,0.1
Delhi,28.704,77.102,176,6,0.112,-0.994,876.08,22.88,68.3,2.7,1014.7,6.9,8.25,2,10.0,36,162,0.1,0.05
Delhi,28.704,77.102,336,12,-0.479,0.878,291.66,14.55,69.0,7.3,1009.0,44.6,0.0,1,6.3,19,186,0.1,0.1
Delhi,28.704,77.102,190,7,-0.129,-0.992,387.34,18.41,47.5,7.4,1020.4,78.1,0.0,1,5.0,32,186,0.1,0.1
Delhi,28.704,77.102,331,12,-0.552,0.834,389.96,22.41,48.0,1.3,1017.5,10.7,0.0,15,81.4,38,182,0.1,0.007
Delhi,28.704,77.102,295,10,-0.934,0.358,247.12,13.23,77.6,1.2,1000.9,64.9,0.0,50,250.5,32,207,0.586,0.012
Delhi,28.704,77.102,217,8,-0.56,-0.829,571.53,22.79,47.3,6.7,1018.4,30.3,0.0,2,13.0,15,197,0.1,0.05
Delhi,28.704,77.102,128,5,0.806,-0.591,993.49,30.99,75.3,3.8,1005.7,11.8,0.0,100,582.2,34,189,8.796,0.088
Delhi,28.704,77.102,37,2,0.595,0.804,503.39,28.27,47.4,5.2,1011.7,37.4,0.0,5,28.6,29,168,0.1,0.02
Delhi,28.704,77.102,244,9,-0.872,-0.49,464.47,20.0,60.2,3.8,1008.1,33.5,9.89,2,13.2,27,199,0.1,0.05
Delhi,28.704,77.102,102,4,0.983,-0.184,516.59,34.73,48.4,2.9,1019.9,73.8,0.0,5,29.2,29,164,0.1,0.02
Delhi,28.704,77.102,330,11,-0.567,0.824,231.54,20.73,53.4,2.8,1020.4,64.3,0.0,15,88.8,37,191,0.1,0.007
Delhi,28.704,77.102,43,2,0.674,0.738,545.31,27.61,60.6,1.2,1000.6,35.3,0.0,100,542.0,18,196,3.554,0.036
Delhi,28.704,77.102,165,6,0.297,-0.955,856.6,23.45,46.1,4.4,1019.5,16.6,3.85,50,260.4,40,187,1.735,0.035
Delhi,28.704,77.102,328,11,-0.595,0.804,289.42,19.07,42.1,6.2,1010.4,44.6,0.0,5,26.9,34,196,0.1,0.02
Delhi,28.704,77.102,319,11,-0.712,0.703,190.12,19.33,42.7,6.5,1001.0,78.7,0.0,50,282.9,20,167,0.423,0.008
Delhi,28.704,77.102,303,11,-0.876,0.483,256.84,13.87,43.1,4.2,1008.5,59.4,0.0,15,81.9,28,174,0.1,0.007
Delhi,28.704,77.102,148,5,0.56,-0.829,998.22,24.69,52.5,3.3,1017.6,5.1,0.0,1,5.9,32,201,0.1,0.1
Delhi,28.704,77.102,244,9,-0.872,-0.49,483.95,11.61,67.9,7.6,1006.2,29.0,0.0,50,272.2,39,163,0.883,0.018
Delhi,28.704,77.102,226,8,-0.681,-0.732,585.91,17.02,55.7,1.8,1017.8,20.5,5.45,20,112.2,44,169,0.214,0.011
Delhi,28.704,77.102,234,8,-0.775,-0.632,315.66,15.73,77.8,5.7,1004.1,73.3,0.0,1,6.2,33,183,0.1,0.1
Delhi,28.704,77.102,200,7,-0.297,-0.955,558.82,16.27,49.8,5.9,1004.0,43.8,0.0,1,5.5,44,192,0.1,0.1
Delhi,28.704,77.102,169,6,0.23,-0.973,699.73,24.75,74.8,2.7,1014.7,37.9,0.46,100,575.5,38,210,5.47,0.055
Delhi,28.704,77.102,28,1,0.464,0.886,559.63,25.48,74.6,2.6,1011.3,14.3,0.0,100,545.4,43,206,4.099,0.041
Delhi,28.704,77.102,173,6,0.163,-0.987,862.96,28.95,47.2,3.6,1018.0,10.9,0.0,100,548.4,27,170,8.063,0.081
Delhi,28.704,77.102,286,10,-0.978,0.209,303.48,18.48,57.3,5.7,1010.6,51.0,0.0,25,133.6,21,154,0.148,0.006
Delhi,28.704,77.102,306,11,-0.85,0.527,343.75,12.23,48.5,6.4,1008.5,30.1,3.5,5,25.8,44,205,0.1,0.02
Delhi,28.704,77.102,355,12,-0.171,0.985,306.94,23.7,77.4,3.0,1007.0,46.1,0.0,5,25.4,37,184,0.1,0.02
Delhi,28.704,77.102,89,3,0.999,0.039,670.11,38.06,48.3,2.6,1011.0,49.4,0.0,50,265.5,23,164,1.065,0.021
Delhi,28.704,77.102,28,1,0.464,0.886,428.38,27.94,47.9,5.8,1012.9,44.5,0.0,100,556.3,37,207,3.864,0.039
Delhi,28.704,77.102,33,2,0.538,0.843,360.6,25.68,65.2,6.1,1016.5,64.2,0.0,100,566.3,33,171,3.82,0.038
Delhi,28.704,77.102,268,9,-0.995,-0.099,417.55,12.11,50.0,6.6,1001.7,28.3,0.0,100,547.4,39,195,3.504,0.035
Delhi,28.704,77.102,88,3,0.998,0.056,979.33,33.62,69.9,7.5,1018.0,5.6,0.0,3,16.5,31,181,0.1,0.033
Delhi,28.704,77.102,85,3,0.994,0.107,724.33,38.76,65.8,3.3,1014.6,39.9,0.0,5,30.7,23,163,0.1,0.02
Delhi,28.704,77.102,259,9,-0.968,-0.251,279.66,13.13,71.5,5.3,1007.2,70.3,0.0,2,11.4,19,185,0.1,0.05
Delhi,28.704,77.102,24,1,0.401,0.916,307.41,32.38,44.0,7.6,1006.4,69.4,0.0,25,144.1,26,195,0.157,0.006
Delhi,28.704,77.102,241,9,-0.845,-0.534,417.9,14.19,44.2,4.6,1018.0,46.4,0.0,50,269.1,23,152,0.961,0.019
Delhi,28.704,77.102,255,9,-0.948,-0.317,487.28,13.25,70.6,2.6,1014.3,19.6,0.0,1,6.0,16,161,0.1,0.1
Delhi,28.704,77.102,268,9,-0.995,-0.099,441.58,18.41,63.6,3.3,1006.8,21.8,0.0,50,317.9,39,155,1.181,0.024
Delhi,28.704,77.102,320,11,-0.699,0.715,300.66,21.6,43.3,1.1,1001.6,41.2,1.85,2,13.0,45,190,0.1,0.05
Delhi,28.704,77.102,70,3,0.934,0.358,617.89,31.72,42.4,7.5,1015.4,46.6,0.0,15,99.7,22,182,0.174,0.012
Delhi,28.704,77.102,161,6,0.362,-0.932,825.72,29.54,55.7,5.9,1014.3,23.3,0.0,10,61.5,41,186,0.1,0.01
Delhi,28.704,77.102,351,12,-0.239,0.971,311.77,19.13,48.8,5.7,1012.5,42.6,2.64,100,661.0,32,197,3.789,0.038
Delhi,28.704,77.102,342,12,-0.386,0.923,332.44,17.85,58.8,3.1,1014.2,32.3,0.0,15,88.1,39,186,0.1,0.007
Delhi,28.704,77.102,18,1,0.305,0.952,352.46,28.02,43.1,2.3,1017.3,53.5,0.0,5,27.9,34,185,0.1,0.02
Delhi,28.704,77.102,7,1,0.12,0.993,345.19,26.56,71.9,3.1,1005.3,46.2,0.0,5,28.2,27,205,0.1,0.02
Delhi,28.704,77.102,25,1,0.417,0.909,501.53,28.72,78.4,7.1,1003.6,24.1,0.0,1,5.2,15,175,0.1,0.1
Delhi,28.704,77.102,143,5,0.629,-0.778,912.24,30.35,60.6,7.0,1011.6,18.8,0.0,50,313.9,33,163,1.767,0.035
Delhi,28.704,77.102,192,7,-0.163,-0.987,403.7,25.68,63.3,3.6,1004.0,74.6,0.0,5,27.2,31,160,0.1,0.02
Delhi,28.704,77.102,42,2,0.662,0.75,432.64,33.56,79.1,7.0,1019.0,56.7,0.0,100,519.2,45,209,3.262,0.033
Delhi,28.704,77.102,351,12,-0.239,0.971,242.71,17.93,76.5,6.5,1002.0,64.8,0.0,10,50.9,26,181,0.1,0.01
Delhi,28.704,77.102,265,9,-0.989,-0.15,305.12,9.41,70.7,1.2,1011.8,60.7,0.0,20,126.0,44,160,0.1,0.005
Delhi,28.704,77.102,53,2,0.791,0.612,687.32,33.57,80.2,7.9,1011.3,19.7,0.0,10,56.3,27,185,0.1,0.01
Delhi,28.704,77.102,191,7,-0.146,-0.989,517.17,26.48,73.9,4.8,1001.7,55.9,0.0,25,132.3,39,151,0.24,0.01
Delhi,28.704,77.102,163,6,0.329,-0.944,697.31,29.49,65.6,1.6,1017.3,41.0,0.0,2,12.0,38,201,0.1,0.05
Delhi,28.704,77.102,147,5,0.574,-0.819,467.16,28.26,59.8,3.2,1010.2,78.6,1.59,25,145.9,45,186,0.224,0.009
Delhi,28.704,77.102,53,2,0.791,0.612,425.57,33.36,43.4,2.5,1015.0,66.6,0.0,50,287.7,27,180,0.905,0.018
Delhi,28.704,77.102,138,5,0.693,-0.721,660.2,30.88,65.4,3.4,1007.7,54.2,0.0,100,510.5,44,158,5.394,0.054
Delhi,28.704,77.102,356,12,-0.154,0.988,216.76,17.84,67.0,3.8,1007.5,74.9,0.0,100,657.7,26,200,1.898,0.019
Delhi,28.704,77.102,173,6,0.163,-0.987,725.3,21.86,74.5,3.1,1015.9,31.9,0.0,5,29.7,38,171,0.1,0.02
Delhi,28.704,77.102,102,4,0.983,-0.184,737.65,35.59,58.4,4.6,1011.3,44.3,0.0,15,84.6,31,161,0.119,0.008
Delhi,28.704,77.102,180,6,0.043,-0.999,830.06,21.95,64.3,7.3,1018.1,11.4,0.0,50,307.8,34,210,1.427,0.029
Delhi,28.704,77.102,246,9,-0.888,-0.46,577.16,16.87,59.1,2.7,1002.5,5.2,0.0,25,150.2,42,196,0.36,0.014
Delhi,28.704,77.102,207,7,-0.409,-0.912,750.68,20.49,71.4,1.4,1009.0,4.0,0.0,3,15.4,44,184,0.1,0.033
Delhi,28.704,77.102,32,2,0.523,0.852,434.05,27.74,62.4,7.0,1017.8,47.2,0.0,1,5.4,36,155,0.1,0.1
Delhi,28.704,77.102,280,10,-0.994,0.107,433.61,16.57,59.4,7.7,1009.6,15.6,0.0,15,89.2,41,192,0.1,0.007
Delhi,28.704,77.102,358,12,-0.12,0.993,277.31,18.32,58.7,5.9,1012.0,56.9,0.28,1,5.1,29,183,0.1,0.1
Delhi,28.704,77.102,282,10,-0.99,0.142,300.45,13.22,78.3,3.6,1014.5,53.7,0.0,1,5.4,17,184,0.1,0.1
Delhi,28.704,77.102,156,6,0.441,-0.898,593.05,24.3,60.3,6.6,1002.8,58.7,0.0,10,58.6,18,163,0.1,0.01
Delhi,28.704,77.102,220,8,-0.602,-0.799,596.37,19.36,75.5,3.6,1019.1,23.1,0.0,5,29.0,32,165,0.1,0.02
Delhi,28.704,77.102,289,10,-0.966,0.26,346.7,18.87,44.5,7.7,1005.3,36.4,0.0,5,28.4,32,152,0.1,0.02
Delhi,28.704,77.102,48,2,0.735,0.678,719.55,28.62,44.9,3.9,1019.9,7.7,3.31,1,5.6,25,174,0.1,0.1
Delhi,28.704,77.102,281,10,-0.992,0.124,341.41,12.34,53.3,7.2,1017.1,42.1,0.0,20,129.4,19,182,0.127,0.006
Delhi,28.704,77.102,195,7,-0.214,-0.977,613.62,19.71,56.2,5.4,1015.2,37.3,0.0,3,18.3,26,196,0.1,0.033
Delhi,28.704,77.102,159,6,0.394,-0.919,446.18,30.29,75.2,4.0,1014.8,78.8,0.0,20,122.3,19,162,0.196,0.01
Delhi,28.704,77.102,327,11,-0.608,0.794,360.63,17.31,66.6,2.9,1002.0,20.4,0.0,3,17.9,32,184,0.1,0.033
Delhi,28.704,77.102,192,7,-0.163,-0.987,439.1,19.0,45.1,5.7,1020.2,68.6,0.0,15,91.7,20,167,0.1,0.007
Delhi,28.704,77.102,45,2,0.699,0.715,569.57,26.35,53.3,3.6,1000.7,32.7,0.0,5,26.7,33,180,0.1,0.02
Delhi,28.704,77.102,68,3,0.921,0.39,687.87,34.46,75.9,4.2,1014.5,34.1,0.0,15,97.8,31,185,0.147,0.01
Delhi,28.704,77.102,316,11,-0.747,0.665,250.2,14.43,66.1,6.5,1013.3,58.8,0.0,10,61.1,30,194,0.1,0.01
Delhi,28.704,77.102,300,10,-0.9,0.437,200.82,18.84,72.8,5.6,1020.3,78.3,0.0,2,12.1,42,185,0.1,0.05
Delhi,28.704,77.102,70,3,0.934,0.358,859.87,31.04,66.3,7.6,1011.1,8.9,0.0,5,30.5,20,161,0.1,0.02
Delhi,28.704,77.102,346,12,-0.321,0.947,352.16,19.79,66.0,3.7,1002.6,27.2,0.0,100,645.8,39,195,3.667,0.037
Delhi,28.704,77.102,233,8,-0.764,-0.645,446.93,13.33,77.3,4.1,1000.7,45.1,0.0,10,61.0,31,191,0.1,0.01
Delhi,28.704,77.102,355,12,-0.171,0.985,367.57,19.27,60.2,6.2,1007.4,27.0,3.16,100,629.9,45,174,3.771,0.038
Delhi,28.704,77.102,221,8,-0.615,-0.788,357.54,17.48,72.3,3.1,1015.3,70.6,0.0,100,505.4,21,204,2.215,0.022
Delhi,28.704,77.102,305,11,-0.859,0.512,312.62,11.05,68.8,6.0,1018.6,40.6,0.0,3,15.3,37,192,0.1,0.033
Delhi,28.704,77.102,159,6,0.394,-0.919,785.84,26.43,76.1,6.3,1003.3,30.0,0.0,10,61.2,28,160,0.1,0.01
Delhi,28.704,77.102,213,8,-0.501,-0.865,596.15,15.99,80.4,1.5,1014.6,28.4,5.76,2,13.1,23,177,0.1,0.05
Delhi,28.704,77.102,246,9,-0.888,-0.46,389.84,12.49,58.0,2.4,1013.4,49.9,0.0,25,155.6,19,154,0.248,0.01
Delhi,28.704,77.102,151,6,0.516,-0.857,990.77,30.28,71.5,7.0,1000.8,4.7,0.0,10,64.3,15,189,0.1,0.01
Delhi,28.704,77.102,3,1,0.052,0.999,317.74,27.48,73.2,7.3,1013.4,51.0,0.0,1,5.1,44,184,0.1,0.1
Delhi,28.704,77.102,356,12,-0.154,0.988,213.09,18.37,74.1,4.2,1014.7,76.1,0.0,50,268.1,41,150,0.425,0.009
Delhi,28.704,77.102,101,4,0.986,-0.167,760.77,35.72,47.2,3.7,1004.2,41.0,0.0,100,528.2,29,169,5.785,0.058
Delhi,28.704,77.102,1,1,0.017,1.0,298.31,23.89,67.8,6.6,1019.1,55.3,0.0,5,29.2,45,168,0.1,0.02
Delhi,28.704,77.102,22,1,0.37,0.929,421.24,25.72,52.3,6.9,1010.8,40.1,4.84,15,89.9,25,188,0.1,0.007
Delhi,28.704,77.102,214,8,-0.516,-0.857,372.41,20.25,62.5,4.3,1005.4,70.9,0.0,15,88.0,25,173,0.1,0.007
Delhi,28.704,77.102,288,10,-0.97,0.243,251.15,11.39,63.5,1.6,1011.0,66.1,7.34,1,6.0,33,210,0.1,0.1
Delhi,28.704,77.102,338,12,-0.448,0.894,399.6,20.35,52.0,6.1,1001.4,8.7,0.0,3,15.1,35,153,0.1,0.033
Delhi,28.704,77.102,97,4,0.995,-0.099,551.02,36.84,59.1,1.9,1004.4,68.2,0.0,1,6.3,22,164,0.1,0.1
Delhi,28.704,77.102,356,12,-0.154,0.988,393.38,19.42,45.1,7.9,1008.8,19.5,0.0,15,88.8,42,150,0.1,0.007
Delhi,28.704,77.102,70,3,0.934,0.358,636.23,30.89,78.8,4.6,1015.4,43.8,0.0,1,6.2,35,207,0.1,0.1
Delhi,28.704,77.102,163,6,0.329,-0.944,859.0,25.28,78.0,3.5,1010.8,17.4,0.0,15,80.4,44,151,0.14,0.009
Delhi,28.704,77.102,288,10,-0.97,0.243,254.16,11.63,53.8,7.3,1014.5,65.2,0.0,25,129.7,29,206,0.142,0.006
Delhi,28.704,77.102,147,5,0.574,-0.819,976.97,26.29,79.8,4.6,1003.3,8.5,0.0,1,6.2,27,191,0.1,0.1
Delhi,28.704,77.102,44,2,0.687,0.727,346.56,33.49,67.9,2.1,1000.9,75.2,0.0,25,137.6,33,193,0.157,0.006
Delhi,28.704,77.102,47,2,0.724,0.69,423.86,36.28,46.7,7.4,1016.9,62.5,0.0,3,18.2,19,169,0.1,0.033
Delhi,28.704,77.102,14,1,0.239,0.971,248.53,24.77,62.9,3.2,1015.0,77.4,0.0,2,13.1,44,156,0.1,0.05
Delhi,28.704,77.102,26,1,0.433,0.902,293.96,24.09,65.5,6.3,1012.6,74.0,0.0,10,56.2,17,162,0.1,0.01
Delhi,28.704,77.102,283,10,-0.987,0.159,399.55,13.19,68.7,7.3,1019.2,23.7,0.0,3,18.0,35,175,0.1,0.033
Delhi,28.704,77.102,35,2,0.567,0.824,415.86,31.72,53.5,7.5,1005.0,53.9,0.0,20,107.2,15,151,0.144,0.007
Delhi,28.704,77.102,65,3,0.9,0.437,419.56,34.38,60.6,7.9,1008.7,75.0,0.0,25,165.8,28,176,0.307,0.012
Delhi,28.704,77.102,8,1,0.137,0.991,226.6,22.67,54.6,1.2,1011.7,79.9,0.0,5,27.4,15,186,0.1,0.02
Delhi,28.704,77.102,73,3,0.951,0.309,598.85,29.44,69.6,2.1,1002.2,51.5,0.0,10,61.7,29,198,0.1,0.01
Delhi,28.704,77.102,349,12,-0.272,0.962,344.42,16.53,73.9,2.3,1010.4,31.1,0.0,5,25.8,30,185,0.1,0.02
Delhi,28.704,77.102,334,12,-0.509,0.861,259.83,15.65,75.9,7.2,1013.7,55.0,7.0,15,78.9,43,193,0.1,0.007
Delhi,28.704,77.102,305,11,-0.859,0.512,201.04,16.35,76.9,6.2,1009.2,77.1,5.26,2,11.7,30,196,0.1,0.05
Delhi,28.704,77.102,190,7,-0.129,-0.992,686.58,20.66,74.4,4.9,1000.6,28.0,5.66,25,145.4,19,188,0.41,0.016
Delhi,28.704,77.102,257,9,-0.959,-0.284,295.62,18.9,72.3,7.6,1002.9,67.1,6.26,20,131.5,25,208,0.138,0.007
Delhi,28.704,77.102,196,7,-0.23,-0.973,654.61,18.83,73.5,5.5,1018.7,29.5,6.46,3,19.1,38,195,0.1,0.033
Delhi,28.704,77.102,197,7,-0.247,-0.969,489.79,22.77,63.6,2.0,1004.8,57.6,0.0,20,106.2,41,187,0.171,0.009
Delhi,28.704,77.102,172,6,0.18,-0.984,774.71,27.25,48.0,2.6,1011.7,24.9,0.0,2,11.1,23,159,0.1,0.05
Delhi,28.704,77.102,76,3,0.966,0.26,541.76,34.25,72.5,4.2,1013.7,61.8,0.0,25,142.1,34,206,0.303,0.012
Delhi,28.704,77.102,148,5,0.56,-0.829,814.32,32.54,47.8,1.6,1001.9,30.5,0.0,25,154.7,17,155,0.406,0.016
Delhi,28.704,77.102,265,9,-0.989,-0.15,341.36,12.65,73.2,3.3,1018.0,50.9,9.26,50,250.4,17,155,0.667,0.013
Delhi,28.704,77.102,228,8,-0.706,-0.709,306.16,19.22,66.2,7.4,1000.5,78.1,0.57,2,12.1,18,173,0.1,0.05
Delhi,28.704,77.102,231,8,-0.741,-0.671,325.82,11.79,74.9,3.8,1018.2,72.5,0.0,100,506.7,29,197,2.459,0.025
Delhi,28.704,77.102,339,12,-0.433,0.902,396.51,22.31,69.0,2.7,1013.3,10.0,0.0,2,10.4,20,177,0.1,0.05
Delhi,28.704,77.102,295,10,-0.934,0.358,417.9,16.95,58.5,4.6,1003.4,11.1,0.0,50,296.5,31,188,1.064,0.021
Delhi,28.704,77.102,199,7,-0.28,-0.96,589.21,17.04,66.4,2.2,1013.1,39.0,3.56,2,10.4,19,184,0.1,0.05
Delhi,28.704,77.102,86,3,0.996,0.09,760.87,30.29,78.0,4.2,1009.8,35.2,0.0,1,6.7,29,208,0.1,0.1
Delhi,28.704,77.102,288,10,-0.97,0.243,341.94,11.91,73.2,1.7,1007.5,38.4,0.0,1,5.9,36,152,0.1,0.1
Delhi,28.704,77.102,23,1,0.386,0.923,472.69,32.51,73.2,6.9,1018.7,28.7,0.0,20,102.6,23,198,0.11,0.005
Delhi,28.704,77.102,94,4,0.999,-0.047,544.91,32.03,80.8,6.1,1017.8,68.3,5.58,2,10.0,31,175,0.1,0.05
Delhi,28.704,77.102,155,6,0.456,-0.89,674.04,31.23,81.0,3.8,1018.8,47.5,0.0,2,10.4,23,210,0.1,0.05
Delhi,28.704,77.102,230,8,-0.73,-0.684,562.77,21.32,70.4,2.8,1014.6,22.2,0.0,3,18.3,33,152,0.1,0.033
Delhi,28.704,77.102,64,3,0.892,0.452,632.3,30.18,76.6,3.8,1013.5,39.8,0.0,1,5.7,33,171,0.1,0.1
Delhi,28.704,77.102,9,1,0.154,0.988,311.09,27.23,56.6,5.1,1014.7,57.2,0.0,100,560.0,41,206,2.651,0.027
Delhi,28.704,77.102,289,10,-0.966,0.26,443.84,18.02,54.4,7.2,1009.1,6.6,0.0,15,77.4,36,205,0.1,0.007
Delhi,28.704,77.102,180,6,0.043,-0.999,471.18,24.01,53.3,2.2,1000.5,68.2,0.0,50,266.3,41,186,0.837,0.017
Delhi,28.704,77.102,52,2,0.78,0.625,468.29,27.08,64.3,3.3,1007.6,58.2,0.0,50,326.2,30,200,1.21,0.024
Delhi,28.704,77.102,218,8,-0.574,-0.819,659.93,21.28,64.5,2.5,1014.1,12.0,0.0,20,120.6,18,177,0.223,0.011
Delhi,28.704,77.102,233,8,-0.764,-0.645,348.97,13.77,61.4,3.6,1001.5,66.5,0.0,1,6.2,33,165,0.1,0.1
Delhi,28.704,77.102,329,11,-0.581,0.814,302.01,17.59,71.7,4.7,1008.1,40.4,0.0,15,84.2,25,197,0.1,0.007
Delhi,28.704,77.102,353,12,-0.205,0.979,417.62,19.33,69.5,8.0,1007.5,9.8,0.0,20,102.2,39,205,0.142,0.007
Delhi,28.704,77.102,267,9,-0.993,-0.116,375.7,10.11,55.7,1.0,1011.5,40.4,0.0,15,93.1,36,176,0.1,0.007
Delhi,28.704,77.102,19,1,0.321,0.947,443.07,25.65,71.1,6.8,1017.6,31.6,0.0,5,29.7,34,164,0.1,0.02
